setup,split,fold,model,day,threshold,accuracy,precision,recall,f1,TNR,TPR,sensitivity,specificity,balanced_acc,TN,FP,FN,TP,optimal_threshold
overlay,test,0,per_day,20.5,0.7,0.3409090909090909,1.0,0.17142857142857143,0.2926829268292683,1.0,0.17142857142857143,0.17142857142857143,1.0,0.5857142857142857,9,0,29,6,0.5700000000000001
overlay,test,0,per_day,20.5,0.8,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.5700000000000001
overlay,test,0,per_day,20.5,0.9,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.5700000000000001
overlay,test,0,per_day,20.5,0.5700000000000001,0.6590909090909091,0.9166666666666666,0.6285714285714286,0.7457627118644068,0.7777777777777778,0.6285714285714286,0.6285714285714286,0.7777777777777778,0.7031746031746031,7,2,13,22,0.5700000000000001
overlay,train,0,per_day,13,0.5,0.759493670886076,0.8793103448275862,0.8095238095238095,0.8429752066115702,0.5625,0.8095238095238095,0.8095238095238095,0.5625,0.6860119047619048,18,14,24,102,0.5
overlay,train,0,per_day,13,0.6,0.21518987341772153,1.0,0.015873015873015872,0.03125,1.0,0.015873015873015872,0.015873015873015872,1.0,0.5079365079365079,32,0,124,2,0.5
overlay,train,0,per_day,13,0.7,0.20253164556962025,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,32,0,126,0,0.5
overlay,train,0,per_day,13,0.8,0.20253164556962025,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,32,0,126,0,0.5
overlay,train,0,per_day,13,0.9,0.20253164556962025,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,32,0,126,0,0.5
overlay,train,0,per_day,13,0.5,0.759493670886076,0.8793103448275862,0.8095238095238095,0.8429752066115702,0.5625,0.8095238095238095,0.8095238095238095,0.5625,0.6860119047619048,18,14,24,102,0.5
overlay,val,0,per_day,13,0.5,0.8333333333333334,0.9230769230769231,0.8571428571428571,0.8888888888888888,0.75,0.8571428571428571,0.8571428571428571,0.75,0.8035714285714286,3,1,2,12,0.5
overlay,val,0,per_day,13,0.6,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,4,0,14,0,0.5
overlay,val,0,per_day,13,0.7,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,4,0,14,0,0.5
overlay,val,0,per_day,13,0.8,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,4,0,14,0,0.5
overlay,val,0,per_day,13,0.9,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,4,0,14,0,0.5
overlay,val,0,per_day,13,0.5,0.8333333333333334,0.9230769230769231,0.8571428571428571,0.8888888888888888,0.75,0.8571428571428571,0.8571428571428571,0.75,0.8035714285714286,3,1,2,12,0.5
overlay,test,0,per_day,13,0.5,0.7954545454545454,0.8611111111111112,0.8857142857142857,0.8732394366197183,0.4444444444444444,0.8857142857142857,0.8857142857142857,0.4444444444444444,0.665079365079365,4,5,4,31,0.5
overlay,test,0,per_day,13,0.6,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.5
overlay,test,0,per_day,13,0.7,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.5
overlay,test,0,per_day,13,0.8,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.5
overlay,test,0,per_day,13,0.9,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.5
overlay,test,0,per_day,13,0.5,0.7954545454545454,0.8611111111111112,0.8857142857142857,0.8732394366197183,0.4444444444444444,0.8857142857142857,0.8857142857142857,0.4444444444444444,0.665079365079365,4,5,4,31,0.5
overlay,train,0,per_day,26,0.5,0.8164556962025317,0.8211920529801324,0.9841269841269841,0.8953068592057761,0.15625,0.9841269841269841,0.9841269841269841,0.15625,0.5701884920634921,5,27,2,124,0.52
overlay,train,0,per_day,26,0.6,0.22151898734177214,1.0,0.023809523809523808,0.046511627906976744,1.0,0.023809523809523808,0.023809523809523808,1.0,0.5119047619047619,32,0,123,3,0.52
overlay,train,0,per_day,26,0.7,0.20253164556962025,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,32,0,126,0,0.52
overlay,train,0,per_day,26,0.8,0.20253164556962025,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,32,0,126,0,0.52
overlay,train,0,per_day,26,0.9,0.20253164556962025,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,32,0,126,0,0.52
overlay,train,0,per_day,26,0.52,0.810126582278481,0.875,0.8888888888888888,0.8818897637795275,0.5,0.8888888888888888,0.8888888888888888,0.5,0.6944444444444444,16,16,14,112,0.52
overlay,val,0,per_day,26,0.5,0.8333333333333334,0.8235294117647058,1.0,0.9032258064516129,0.25,1.0,1.0,0.25,0.625,1,3,0,14,0.52
overlay,val,0,per_day,26,0.6,0.2777777777777778,1.0,0.07142857142857142,0.13333333333333333,1.0,0.07142857142857142,0.07142857142857142,1.0,0.5357142857142857,4,0,13,1,0.52
overlay,val,0,per_day,26,0.7,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,4,0,14,0,0.52
overlay,val,0,per_day,26,0.8,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,4,0,14,0,0.52
overlay,val,0,per_day,26,0.9,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,4,0,14,0,0.52
overlay,val,0,per_day,26,0.52,0.8333333333333334,0.8666666666666667,0.9285714285714286,0.896551724137931,0.5,0.9285714285714286,0.9285714285714286,0.5,0.7142857142857143,2,2,1,13,0.52
overlay,test,0,per_day,26,0.5,0.8409090909090909,0.85,0.9714285714285714,0.9066666666666666,0.3333333333333333,0.9714285714285714,0.9714285714285714,0.3333333333333333,0.6523809523809524,3,6,1,34,0.52
overlay,test,0,per_day,26,0.6,0.2727272727272727,1.0,0.08571428571428572,0.15789473684210525,1.0,0.08571428571428572,0.08571428571428572,1.0,0.5428571428571428,9,0,32,3,0.52
overlay,test,0,per_day,26,0.7,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.52
overlay,test,0,per_day,26,0.8,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.52
overlay,test,0,per_day,26,0.9,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.52
overlay,test,0,per_day,26,0.52,0.7954545454545454,0.8611111111111112,0.8857142857142857,0.8732394366197183,0.4444444444444444,0.8857142857142857,0.8857142857142857,0.4444444444444444,0.665079365079365,4,5,4,31,0.52
overlay,train,0,per_day,8,0.5,0.740506329113924,0.8346456692913385,0.8412698412698413,0.8379446640316206,0.34375,0.8412698412698413,0.8412698412698413,0.34375,0.5925099206349207,11,21,20,106,0.53
overlay,train,0,per_day,8,0.6,0.20253164556962025,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,32,0,126,0,0.53
overlay,train,0,per_day,8,0.7,0.20253164556962025,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,32,0,126,0,0.53
overlay,train,0,per_day,8,0.8,0.20253164556962025,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,32,0,126,0,0.53
overlay,train,0,per_day,8,0.9,0.20253164556962025,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,32,0,126,0,0.53
overlay,train,0,per_day,8,0.53,0.2974683544303797,0.8571428571428571,0.14285714285714285,0.24489795918367346,0.90625,0.14285714285714285,0.14285714285714285,0.90625,0.5245535714285714,29,3,108,18,0.53
overlay,val,0,per_day,8,0.5,0.7777777777777778,0.8125,0.9285714285714286,0.8666666666666667,0.25,0.9285714285714286,0.9285714285714286,0.25,0.5892857142857143,1,3,1,13,0.53
overlay,val,0,per_day,8,0.6,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,4,0,14,0,0.53
overlay,val,0,per_day,8,0.7,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,4,0,14,0,0.53
overlay,val,0,per_day,8,0.8,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,4,0,14,0,0.53
overlay,val,0,per_day,8,0.9,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,4,0,14,0,0.53
overlay,val,0,per_day,8,0.53,0.3888888888888889,1.0,0.21428571428571427,0.35294117647058826,1.0,0.21428571428571427,0.21428571428571427,1.0,0.6071428571428571,4,0,11,3,0.53
overlay,test,0,per_day,8,0.5,0.6590909090909091,0.7941176470588235,0.7714285714285715,0.782608695652174,0.2222222222222222,0.7714285714285715,0.7714285714285715,0.2222222222222222,0.49682539682539684,2,7,8,27,0.53
overlay,test,0,per_day,8,0.6,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.53
overlay,test,0,per_day,8,0.7,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.53
overlay,test,0,per_day,8,0.8,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.53
overlay,test,0,per_day,8,0.9,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.53
overlay,test,0,per_day,8,0.53,0.36363636363636365,0.7692307692307693,0.2857142857142857,0.4166666666666667,0.6666666666666666,0.2857142857142857,0.2857142857142857,0.6666666666666666,0.47619047619047616,6,3,25,10,0.53
overlay,train,0,effnet_ts,6,0.5,0.8732394366197183,0.875,0.9916666666666667,0.9296875,0.22727272727272727,0.9916666666666667,0.9916666666666667,0.22727272727272727,0.609469696969697,5,17,1,119,0.76
overlay,train,0,effnet_ts,6,0.6,0.8943661971830986,0.926829268292683,0.95,0.9382716049382716,0.5909090909090909,0.95,0.95,0.5909090909090909,0.7704545454545455,13,9,6,114,0.76
overlay,train,0,effnet_ts,6,0.7,0.9014084507042254,0.9732142857142857,0.9083333333333333,0.9396551724137931,0.8636363636363636,0.9083333333333333,0.9083333333333333,0.8636363636363636,0.8859848484848485,19,3,11,109,0.76
overlay,train,0,effnet_ts,6,0.8,0.8943661971830986,1.0,0.875,0.9333333333333333,1.0,0.875,0.875,1.0,0.9375,22,0,15,105,0.76
overlay,train,0,effnet_ts,6,0.9,0.823943661971831,1.0,0.7916666666666666,0.8837209302325582,1.0,0.7916666666666666,0.7916666666666666,1.0,0.8958333333333333,22,0,25,95,0.76
overlay,train,0,effnet_ts,6,0.76,0.9225352112676056,1.0,0.9083333333333333,0.9519650655021834,1.0,0.9083333333333333,0.9083333333333333,1.0,0.9541666666666666,22,0,11,109,0.76
overlay,val,0,effnet_ts,6,0.5,0.8823529411764706,0.875,1.0,0.9333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,1,2,0,14,0.76
overlay,val,0,effnet_ts,6,0.6,0.8823529411764706,0.875,1.0,0.9333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,1,2,0,14,0.76
overlay,val,0,effnet_ts,6,0.7,0.7058823529411765,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.3333333333333333,0.7857142857142857,0.7857142857142857,0.3333333333333333,0.5595238095238095,1,2,3,11,0.76
overlay,val,0,effnet_ts,6,0.8,0.7058823529411765,0.9090909090909091,0.7142857142857143,0.8,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.6666666666666666,0.6904761904761905,2,1,4,10,0.76
overlay,val,0,effnet_ts,6,0.9,0.5294117647058824,0.875,0.5,0.6363636363636364,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5833333333333333,2,1,7,7,0.76
overlay,val,0,effnet_ts,6,0.76,0.7647058823529411,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.6666666666666666,0.7857142857142857,0.7857142857142857,0.6666666666666666,0.7261904761904762,2,1,3,11,0.76
overlay,test,0,effnet_ts,6,0.5,0.8378378378378378,0.8378378378378378,1.0,0.9117647058823529,0.0,1.0,1.0,0.0,0.5,0,6,0,31,0.76
overlay,test,0,effnet_ts,6,0.6,0.8648648648648649,0.8611111111111112,1.0,0.9253731343283582,0.16666666666666666,1.0,1.0,0.16666666666666666,0.5833333333333334,1,5,0,31,0.76
overlay,test,0,effnet_ts,6,0.7,0.8378378378378378,0.8571428571428571,0.967741935483871,0.9090909090909091,0.16666666666666666,0.967741935483871,0.967741935483871,0.16666666666666666,0.5672043010752689,1,5,1,30,0.76
overlay,test,0,effnet_ts,6,0.8,0.7837837837837838,0.896551724137931,0.8387096774193549,0.8666666666666667,0.5,0.8387096774193549,0.8387096774193549,0.5,0.6693548387096775,3,3,5,26,0.76
overlay,test,0,effnet_ts,6,0.9,0.6756756756756757,0.88,0.7096774193548387,0.7857142857142857,0.5,0.7096774193548387,0.7096774193548387,0.5,0.6048387096774194,3,3,9,22,0.76
overlay,test,0,effnet_ts,6,0.76,0.7837837837837838,0.8484848484848485,0.9032258064516129,0.875,0.16666666666666666,0.9032258064516129,0.9032258064516129,0.16666666666666666,0.5349462365591398,1,5,3,28,0.76
overlay,train,0,effnet_ts,24,0.5,0.8193548387096774,0.8450704225352113,0.9523809523809523,0.8955223880597015,0.2413793103448276,0.9523809523809523,0.9523809523809523,0.2413793103448276,0.59688013136289,7,22,6,120,0.73
overlay,train,0,effnet_ts,24,0.6,0.8193548387096774,0.8450704225352113,0.9523809523809523,0.8955223880597015,0.2413793103448276,0.9523809523809523,0.9523809523809523,0.2413793103448276,0.59688013136289,7,22,6,120,0.73
overlay,train,0,effnet_ts,24,0.7,0.7677419354838709,0.8813559322033898,0.8253968253968254,0.8524590163934426,0.5172413793103449,0.8253968253968254,0.8253968253968254,0.5172413793103449,0.6713191023535852,15,14,22,104,0.73
overlay,train,0,effnet_ts,24,0.8,0.1870967741935484,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,29,0,126,0,0.73
overlay,train,0,effnet_ts,24,0.9,0.1870967741935484,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,29,0,126,0,0.73
overlay,train,0,effnet_ts,24,0.73,0.3548387096774194,0.9642857142857143,0.21428571428571427,0.35064935064935066,0.9655172413793104,0.21428571428571427,0.21428571428571427,0.9655172413793104,0.5899014778325123,28,1,99,27,0.73
overlay,val,0,effnet_ts,24,0.5,0.8333333333333334,0.8235294117647058,1.0,0.9032258064516129,0.25,1.0,1.0,0.25,0.625,1,3,0,14,0.73
overlay,val,0,effnet_ts,24,0.6,0.8333333333333334,0.8235294117647058,1.0,0.9032258064516129,0.25,1.0,1.0,0.25,0.625,1,3,0,14,0.73
overlay,val,0,effnet_ts,24,0.7,0.7777777777777778,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.5,0.8571428571428571,0.8571428571428571,0.5,0.6785714285714286,2,2,2,12,0.73
overlay,val,0,effnet_ts,24,0.8,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,4,0,14,0,0.73
overlay,val,0,effnet_ts,24,0.9,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,4,0,14,0,0.73
overlay,val,0,effnet_ts,24,0.73,0.5555555555555556,1.0,0.42857142857142855,0.6,1.0,0.42857142857142855,0.42857142857142855,1.0,0.7142857142857143,4,0,8,6,0.73
overlay,test,0,effnet_ts,24,0.5,0.7727272727272727,0.8378378378378378,0.8857142857142857,0.8611111111111112,0.3333333333333333,0.8857142857142857,0.8857142857142857,0.3333333333333333,0.6095238095238095,3,6,4,31,0.73
overlay,test,0,effnet_ts,24,0.6,0.7727272727272727,0.8378378378378378,0.8857142857142857,0.8611111111111112,0.3333333333333333,0.8857142857142857,0.8857142857142857,0.3333333333333333,0.6095238095238095,3,6,4,31,0.73
overlay,test,0,effnet_ts,24,0.7,0.7045454545454546,0.9230769230769231,0.6857142857142857,0.7868852459016393,0.7777777777777778,0.6857142857142857,0.6857142857142857,0.7777777777777778,0.7317460317460318,7,2,11,24,0.73
overlay,test,0,effnet_ts,24,0.8,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.73
overlay,test,0,effnet_ts,24,0.9,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.73
overlay,test,0,effnet_ts,24,0.73,0.2727272727272727,0.8,0.11428571428571428,0.2,0.8888888888888888,0.11428571428571428,0.11428571428571428,0.8888888888888888,0.5015873015873016,8,1,31,4,0.73
overlay,train,0,effnet_ts,30,0.5,0.8417721518987342,0.8633093525179856,0.9523809523809523,0.9056603773584906,0.40625,0.9523809523809523,0.9523809523809523,0.40625,0.6793154761904762,13,19,6,120,0.72
overlay,train,0,effnet_ts,30,0.6,0.9050632911392406,0.944,0.9365079365079365,0.9402390438247012,0.78125,0.9365079365079365,0.9365079365079365,0.78125,0.8588789682539683,25,7,8,118,0.72
overlay,train,0,effnet_ts,30,0.7,0.6075949367088608,0.9705882352941176,0.5238095238095238,0.6804123711340206,0.9375,0.5238095238095238,0.5238095238095238,0.9375,0.7306547619047619,30,2,60,66,0.72
overlay,train,0,effnet_ts,30,0.8,0.23417721518987342,1.0,0.03968253968253968,0.07633587786259542,1.0,0.03968253968253968,0.03968253968253968,1.0,0.5198412698412699,32,0,121,5,0.72
overlay,train,0,effnet_ts,30,0.9,0.20253164556962025,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,32,0,126,0,0.72
overlay,train,0,effnet_ts,30,0.72,0.46835443037974683,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,32,0,84,42,0.72
overlay,val,0,effnet_ts,30,0.5,0.8888888888888888,0.875,1.0,0.9333333333333333,0.5,1.0,1.0,0.5,0.75,2,2,0,14,0.72
overlay,val,0,effnet_ts,30,0.6,0.8333333333333334,0.8666666666666667,0.9285714285714286,0.896551724137931,0.5,0.9285714285714286,0.9285714285714286,0.5,0.7142857142857143,2,2,1,13,0.72
overlay,val,0,effnet_ts,30,0.7,0.6111111111111112,0.8888888888888888,0.5714285714285714,0.6956521739130435,0.75,0.5714285714285714,0.5714285714285714,0.75,0.6607142857142857,3,1,6,8,0.72
overlay,val,0,effnet_ts,30,0.8,0.3333333333333333,1.0,0.14285714285714285,0.25,1.0,0.14285714285714285,0.14285714285714285,1.0,0.5714285714285714,4,0,12,2,0.72
overlay,val,0,effnet_ts,30,0.9,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,4,0,14,0,0.72
overlay,val,0,effnet_ts,30,0.72,0.6111111111111112,1.0,0.5,0.6666666666666666,1.0,0.5,0.5,1.0,0.75,4,0,7,7,0.72
overlay,test,0,effnet_ts,30,0.5,0.7954545454545454,0.8611111111111112,0.8857142857142857,0.8732394366197183,0.4444444444444444,0.8857142857142857,0.8857142857142857,0.4444444444444444,0.665079365079365,4,5,4,31,0.72
overlay,test,0,effnet_ts,30,0.6,0.75,0.9,0.7714285714285715,0.8307692307692308,0.6666666666666666,0.7714285714285715,0.7714285714285715,0.6666666666666666,0.719047619047619,6,3,8,27,0.72
overlay,test,0,effnet_ts,30,0.7,0.4772727272727273,0.875,0.4,0.5490196078431373,0.7777777777777778,0.4,0.4,0.7777777777777778,0.5888888888888889,7,2,21,14,0.72
overlay,test,0,effnet_ts,30,0.8,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.72
overlay,test,0,effnet_ts,30,0.9,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.72
overlay,test,0,effnet_ts,30,0.72,0.3409090909090909,0.875,0.2,0.32558139534883723,0.8888888888888888,0.2,0.2,0.8888888888888888,0.5444444444444444,8,1,28,7,0.72
overlay,train,0,effnet_ts,15,0.5,0.8450704225352113,0.8450704225352113,1.0,0.916030534351145,0.0,1.0,1.0,0.0,0.5,0,22,0,120,0.5700000000000001
overlay,train,0,effnet_ts,15,0.6,0.15492957746478872,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,22,0,120,0,0.5700000000000001
overlay,train,0,effnet_ts,15,0.7,0.15492957746478872,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,22,0,120,0,0.5700000000000001
overlay,train,0,effnet_ts,15,0.8,0.15492957746478872,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,22,0,120,0,0.5700000000000001
overlay,train,0,effnet_ts,15,0.9,0.15492957746478872,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,22,0,120,0,0.5700000000000001
overlay,train,0,effnet_ts,15,0.5700000000000001,0.1619718309859155,1.0,0.008333333333333333,0.01652892561983471,1.0,0.008333333333333333,0.008333333333333333,1.0,0.5041666666666667,22,0,119,1,0.5700000000000001
overlay,val,0,effnet_ts,15,0.5,0.8235294117647058,0.8235294117647058,1.0,0.9032258064516129,0.0,1.0,1.0,0.0,0.5,0,3,0,14,0.5700000000000001
overlay,val,0,effnet_ts,15,0.6,0.17647058823529413,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,3,0,14,0,0.5700000000000001
overlay,val,0,effnet_ts,15,0.7,0.17647058823529413,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,3,0,14,0,0.5700000000000001
overlay,val,0,effnet_ts,15,0.8,0.17647058823529413,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,3,0,14,0,0.5700000000000001
overlay,val,0,effnet_ts,15,0.9,0.17647058823529413,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,3,0,14,0,0.5700000000000001
overlay,val,0,effnet_ts,15,0.5700000000000001,0.23529411764705882,1.0,0.07142857142857142,0.13333333333333333,1.0,0.07142857142857142,0.07142857142857142,1.0,0.5357142857142857,3,0,13,1,0.5700000000000001
overlay,test,0,effnet_ts,15,0.5,0.8378378378378378,0.8378378378378378,1.0,0.9117647058823529,0.0,1.0,1.0,0.0,0.5,0,6,0,31,0.5700000000000001
overlay,test,0,effnet_ts,15,0.6,0.16216216216216217,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,6,0,31,0,0.5700000000000001
overlay,test,0,effnet_ts,15,0.7,0.16216216216216217,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,6,0,31,0,0.5700000000000001
overlay,test,0,effnet_ts,15,0.8,0.16216216216216217,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,6,0,31,0,0.5700000000000001
overlay,test,0,effnet_ts,15,0.9,0.16216216216216217,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,6,0,31,0,0.5700000000000001
overlay,test,0,effnet_ts,15,0.5700000000000001,0.1891891891891892,1.0,0.03225806451612903,0.0625,1.0,0.03225806451612903,0.03225806451612903,1.0,0.5161290322580645,6,0,30,1,0.5700000000000001
overlay,train,0,effnet_ts,8,0.5,0.8802816901408451,0.905511811023622,0.9583333333333334,0.9311740890688259,0.45454545454545453,0.9583333333333334,0.9583333333333334,0.45454545454545453,0.7064393939393939,10,12,5,115,0.5700000000000001
overlay,train,0,effnet_ts,8,0.6,0.5070422535211268,0.9464285714285714,0.44166666666666665,0.6022727272727273,0.8636363636363636,0.44166666666666665,0.44166666666666665,0.8636363636363636,0.6526515151515151,19,3,67,53,0.5700000000000001
overlay,train,0,effnet_ts,8,0.7,0.15492957746478872,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,22,0,120,0,0.5700000000000001
overlay,train,0,effnet_ts,8,0.8,0.15492957746478872,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,22,0,120,0,0.5700000000000001
overlay,train,0,effnet_ts,8,0.9,0.15492957746478872,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,22,0,120,0,0.5700000000000001
